30163509,飞驰人生,韩寒,韩寒,沈腾 / 黄景瑜 / 尹正 / 张本煜 / 尹昉 / 田雨 / 魏翔 / 赵文瑄 / 腾格尔 / 易小星 / 李庆誉 / 高华阳 / 刘帅良 / 李玲玉 / 何穗 / 潘晓婷 / 田沅 / 李春嫒 / 冯绍峰,剧情 / 励志 / 喜剧, 中国大陆, 汉语普通话 / 英语,2019-02-05(中国大陆),98分钟, Pegasus,tt9597190
27597250,极限职业 극한직업,李炳宪,裴世英,柳承龙 / 李东辉 / 李荷妮 / 陈善圭 / 申河均,喜剧 / 动作 / 犯罪, 韩国, 韩语,2019-01-23(韩国),111分钟, 炸鸡特攻队(港) / 鸡不可失(台) / 极端职业 / 极限行业 / Extreme Job,tt9541602
3878007,海王 Aquaman,温子仁,大卫·莱斯利·约翰逊-麦戈德里克 / 威尔·比尔 / 乔夫·琼斯 / 温子仁 / 莫尔特·魏辛格 / 保罗·诺里斯,杰森·莫玛 / 艾梅柏·希尔德 / 威廉·达福 / 帕特里克·威尔森 / 妮可·基德曼 / 杜夫·龙格尔 / 叶海亚·阿卜杜勒-迈丁 / 特穆拉·莫里森 / 林路迪 / 迈克尔·比奇 / 兰道尔·朴 / 格拉汉姆·麦克泰维什 / 雷·沃纳尔 / 泰努伊·柯克伍德 / 塔穆尔·柯克伍德 / 丹泽尔·夸克 / 卡恩·古尔杜尔 / 奥蒂斯·丹吉 / 克考亚·克库毛诺 / 朱莉·安德鲁斯 / 约翰·瑞斯-戴维斯 / 杰曼·翰苏 / 索菲亚·福雷斯特 / 娜塔莉亚·姗福瑞 / 杰克·安德鲁 / 汉克·阿莫斯 / 帕特里克·考克斯 / 罗伯特·朗斯特里特 / 德维卡·帕利赫 / 梅布尔·塔莫内 / 文森特·B·拉戈斯 / 加布里埃拉·佩特科娃 / 爱丽丝·兰斯伯里 / 帕特里克·艾奇逊 / 约翰·盖蒂尔 / 塔丽亚·杰德·霍尔特 / 罗斯·克纳汉 / 布拉登·刘易斯 / 萨尔瓦多·梅伦达 / 山姆·莫纳汉 / 温妮·穆赞贝 / 凯·潘塔诺 / 安娜·帕奇 / 乔恩·奎斯蒂德 / 迪伦·斯图默 / 米奇·武尔夫,动作 / 奇幻 / 冒险, 美国 / 澳大利亚, 英语 / 毛利语 / 意大利语 / 俄语,2018-12-07(中国大陆) / 2018-12-21(美国),143分钟, 水行侠(港/台) / 潜水侠 / 水人 / 人鱼哥(豆友译名),tt1477834
19899707,驯龙高手3 How To Train Your Dragon: The Hidden World,迪恩·德布洛斯,迪恩·德布洛斯 / 葛蕾熙达·柯维尔,杰伊·巴鲁切尔 / 亚美莉卡·费雷拉 / F·默里·亚伯拉罕 / 凯特·布兰切特 / 杰拉德·巴特勒 / 克雷格·费格森 / 乔纳·希尔 / 克里斯托夫·梅兹-普莱瑟 / 克里斯汀·韦格 / 基特·哈灵顿 / 罗宾·阿特金·唐斯 / 基隆·埃利奥特 / 吉迪恩·埃默里 / 阿什利·詹森 / 奥拉维尔·达里·奥拉夫松 / 詹姆士·谢 / 大卫·田纳特,动画 / 奇幻 / 冒险, 美国, 英语,2019-03-01(中国大陆) / 2019-01-03(澳大利亚) / 2019-02-22(美国),104分钟, 驯龙记3(港) / 驯龙高手3：隐秘的世界 / How to Train Your Dragon 3,tt2386490
3168101,毒液：致命守护者 Venom,鲁本·弗雷斯彻,杰夫·皮克纳 / 斯科特·罗森伯格 / 凯莉·马塞尔 / 托德·麦克法兰 / 戴维·麦克法兰,汤姆·哈迪 / 米歇尔·威廉姆斯 / 里兹·阿迈德 / 斯科特·黑兹 /  瑞德·斯科特 / 珍妮·斯蕾特 / 梅洛拉·沃尔特斯 / 伍迪·哈里森 / 佩吉·陆 / 马尔科姆·C·默里 / 索佩·阿卢科 / 韦恩·佩雷 / 米歇尔·李 / 库尔特·岳 / 克里斯·奥哈拉 / 埃米里奥·瑞弗拉 / 阿里亚当娜·约瑟夫 / 袁之正 / 朴云龙 / 麦克·勃兰特 / 尼克·图恩 / 山姆·麦地那 / 迪塞尔·马德金斯 / 简·麦克尼尔 / 维克托·麦凯 / 马丁·巴特斯·布拉德福德 / 布兰顿·莫拉莱斯 / 马修·康威尔 / 斯坦·李 / 韦德·威廉姆斯 / 约瑟夫·阿梅 / 威廉·W·巴伯 / 玛塞拉·布拉吉奥 / 卡特·伯奇 / 克里斯蒂安·康佛瑞 / 詹姆斯·富尔特斯 / 丹妮拉·加斯基 / 约翰·盖蒂尔 / 艾米丽塔·T·冈萨雷斯 / 杰克·汉森 / 安东尼·B·哈里斯 / 卡茜·亨德利 / 罗恩·彼得·琼斯 / 霍梅洛·洛佩兹 / 万恩·姆约维奇,动作 / 科幻 / 惊悚, 美国 / 中国大陆, 英语 / 汉语普通话,2018-11-09(中国大陆) / 2018-10-05(美国),112分钟 / 107分钟(中国大陆), 毒魔(港) / 猛毒(台) / 毒液,tt1270797
27110296,无名之辈,饶晓志,饶晓志 / 雷志龙,陈建斌 / 任素汐 / 潘斌龙 / 章宇 / 王砚辉 / 九孔 / 马吟吟 / 程怡 / 宁桓宇 / 邓恩熙 / 谢波 / 范翔 / 赵梓冲 / 史策 / 马睿瀚 / 林海 / 邓钢,剧情 / 喜剧, 中国大陆, 汉语普通话 / 贵州话,2018-11-16(中国大陆),108分钟, 慌枪走板 / A Cool Fish,tt9282616
1652592,阿丽塔：战斗天使 Alita: Battle Angel,罗伯特·罗德里格兹,詹姆斯·卡梅隆 / 莱塔·卡罗格里迪斯 / 木城幸人,罗莎·萨拉查 / 克里斯托弗·沃尔兹 / 基恩·约翰逊 / 艾德·斯克林 / 马赫沙拉·阿里 / 詹妮弗·康纳利 / 杰基·厄尔·哈利 / 拉娜·康多 / 小豪尔赫·兰登伯格 / 艾莎·冈萨雷斯 / 卡斯帕·凡·迪恩 / 米歇尔·罗德里格兹 / 爱德华·诺顿 / 杰夫·法赫 / 山姆·麦地那 / 德里克·梅耶斯 / 艾丽·拉蒙特 / 豪尔赫·A·希门尼斯 / 马克·扎罗 / 比利·布莱尔 / 伦纳德·吴 / 特里斯坦·里格斯 / 迈克尔·洛夫·托利弗 / 金 / 达塞尔·丹妮尔 / 马克·A·怀特,动作 / 科幻 / 冒险, 美国 / 加拿大 / 阿根廷, 英语 / 西班牙语,2019-02-22(中国大陆) / 2019-02-05(台湾) / 2019-02-14(美国),122分钟, 铳梦 / 铳梦：战斗天使(港) / 艾莉塔：战斗天使(台),tt0437086
30135113,骡子 The Mule,克林特·伊斯特伍德,尼克·申克,克林特·伊斯特伍德 / Patrick L. Reyes / Cesar De León / Gustavo Muñoz / Jackie Prucha / 理查德·赫德 / Adam Drescher / Christi McClintock / Keith Flippen / 艾莉森·伊斯特伍德 / 黛安·韦斯特 / 乔·奈泽维奇 / 泰莎·法米加 / 维克多·罗塞克 / 罗伯特·拉萨多 / 劳伦斯·菲什伯恩 / 布莱德利·库珀 / 迈克尔·佩纳 / 尤金·科德罗 / 诺尔·古格雷米 / 安迪·加西亚 / 小克利夫顿·克林斯 / 丹尼尔·蒙卡达 / 伊格纳西奥·塞利齐奥 / 保罗·阿拉约 / 卡里姆·J.格里梅斯 / 迭戈·卡塔诺 / 迪伦·库斯曼 / 皮特·布里斯 / 劳恩·迪恩 / 曼尼·蒙塔纳 / 洛博·塞巴斯蒂安 / 泰丝·马里斯·金凯德 / 贝琪·阿尔特林格 / 蒂莫西·卡尔 / 吉尔·弗林特 / 凯蒂·吉尔 / 杰伦·戈登 / 杰伊·古铁雷斯 / 塞西尔·M·亨利 / 雷·埃尔南德斯 / 肖恩·麦克米伦 / 德文·奥格登 / 帕蒂·舍尔哈斯,剧情 / 悬疑 / 惊悚 / 犯罪, 美国, 英语,2018-12-14(美国),116分钟, 毒行侠(港) / 赌命运转手(台) / 走私运毒者,tt7959026
26425063,无双 無雙,庄文强,庄文强,周润发 / 郭富城 / 张静初 / 冯文娟 / 廖启智 / 周家怡 / 王耀庆 / 方中信 / 高捷 / 邢佳栋 / 张松枝 / 张建声 / 吴嘉龙 / 孙佳君,剧情 / 动作 / 悬疑 / 犯罪, 中国大陆 / 香港, 汉语普通话 / 粤语 / 英语 / 泰语 / 波兰语,2018-09-30(中国大陆) / 2018-10-04(香港),130分钟, Project Gutenberg / Mo seung,tt7183578
26816076,“大”人物,五百,胡蓉蓉 / 杨苗 / 郭子圣,王千源 / 包贝尔 / 王迅 / 王砚辉 / 屈菁菁 / 周游 / 韩烨洲 / 盖玥希 / 刘敏涛 / 梅婷 / 潘粤明 / 乔振宇 / 景岗山 / 杜源 / 高捷 / 寇占文 / 刘天佐 / 马浴柯 / 霍青 / 邢瀚卿 / 李蓓蕾 / 万沛鑫 / 张皓然 / 谢孟伟 / 姜寒 / 肖涵 / 吕晓霖 / 马京京 / 黎宇航 / 成方旭 / 王子清 / 王昱涵 / 王昱淇 / 郭紫铭 / 要武 / 滕根 / 张奥,动作 / 犯罪, 中国大陆, 汉语普通话,2019-01-10(中国大陆),107分钟, 大人物 / 中国版老手 / Big Match / Mr. Big / The Hot Head / The Big Shot,tt9596638
26752088,我不是药神,文牧野,韩家女 / 钟伟 / 文牧野,徐峥 / 王传君 / 周一围 / 谭卓 / 章宇 / 杨新鸣 / 王佳佳 / 王砚辉 / 贾晨飞 / 龚蓓苾 / 宁浩 / 李乃文 / 岳小军 / 苇青 / 富冠铭 / 巴拉特·巴蒂 / 喜利图 / 张海艳 / 朱耕佑,剧情 / 喜剧, 中国大陆, 汉语普通话 / 英语 / 上海话 / 印地语,2018-07-05(中国大陆) / 2018-06-30(大规模点映),117分钟, 中国药神 / 印度药神 / 印度药商 / 生命之路 / Dying to Survive / Drug Dealer,tt7362036
26985127,一出好戏,黄渤,黄渤 / 张冀 / 郭俊立 / 查慕春 / 崔斯韦 / 邢爱娜 / 黄湛中,黄渤 / 舒淇 / 王宝强 / 张艺兴 / 于和伟 / 王迅 / 李勤勤 / 李又麟 / 宁浩 / 管虎 / 梁静 / 徐峥 / 陈德森 / 张磊,剧情 / 喜剧, 中国大陆, 汉语普通话,2018-08-10(中国大陆),134分钟, 大富翁 / 诳想曲 / The Island,tt8755316
27114416,廉政风云 廉政風雲 煙幕,麦兆辉,麦兆辉 / 凌志民 / 韦浩川,刘青云 / 张家辉 / 林嘉欣 / 袁咏仪 / 方中信 / 陈家乐 / 汤怡 / 骆应钧 / 吴岱融 / 常倩 / 吴浩康,剧情 / 悬疑 / 犯罪, 香港 / 中国大陆, 粤语,2019-02-05(中国大陆/香港),114分钟, 廉政风云·烟幕 / Integrity,tt9575160
20438964,无敌破坏王2：大闹互联网 Ralph Breaks the Internet,菲尔·约翰斯顿 / 瑞奇·摩尔,菲尔·约翰斯顿 / 帕米拉·里本 / 瑞奇·摩尔 / 吉姆·里尔顿 / 乔西·特立尼达,约翰·C·赖利 / 萨拉·西尔弗曼 / 盖尔·加朵 / 塔拉吉·P·汉森 / 杰克·麦克布瑞尔 / 简·林奇 / 艾伦·图代克 / 阿尔弗雷德·莫里纳 / 艾德·奥尼尔 / 肖恩·吉布朗尼 / 弗卢拉·博格 / 蒂莫西·西蒙斯 / 黄阿丽 / 韩秘书·布雷克 / 葛洛泽尔·格林 / 瑞贝卡·薇索基 / 山姆·理查森 / 雅布其·杨-怀特 / 莫里斯·拉马奇 / 梅丽莎·维拉斯诺 / 凯蒂·洛斯 / 贾米·埃曼 / 霍拉提奥·桑斯 / 亚历克斯·莫法特 / 琼·斯奎布 / 德拉·萨巴 / 菲尔·约翰斯顿 / 约翰·迪·玛吉欧 / 瑞奇·摩尔 / 科琳·巴林杰 / 达尼·费尔南德斯 / 蒂芙妮·赫雷拉 / 阿娜·奥缇兹 / 迪安娜·阿格隆 / 杰森·曼兹沃克斯 / 雷蒙德·S·佩尔西 / 伏霞 / 罗杰·克莱格·史密斯 / 蒂姆·艾伦 / 布拉德·加内特 / 安东尼·丹尼尔斯 / 科里·伯顿 / 范·迪塞尔 / 维韦卡·波林 / 迈克·吉亚奇诺 / 凯文·迪特斯 / 尼可·斯彻金格 / 丹·雷诺斯 / 艾琳·贝达 / 克里斯汀·贝尔 / 裘蒂·班森 / 奥丽伊·卡瓦洛 / 詹妮弗·黑尔 / 凯特·希金斯 / 琳达·拉金 / 凯莉·麦克唐纳 / 伊迪娜·门泽尔 / 曼迪·摩尔 / 佩吉·奥哈拉 / 帕米拉·里本 / 阿尼卡·诺尼·罗斯 / 温明娜 / 珍妮卡·贝尔格雷 / 比尔·哈德尔,喜剧 / 动画 / 奇幻 / 冒险, 美国, 英语,2018-11-23(中国大陆) / 2018-11-21(美国),112分钟, 无敌破坏王2 / 无敌破坏王2：网路大暴走(台) / 无敌破坏王2：打爆互联网(港) / 无敌破坏王2：破坏王大闹互联网 / Wreck-It Ralph 2,tt5848272
26147417,神奇动物：格林德沃之罪 Fantastic Beasts: The Crimes of Grindelwald,大卫·叶茨,J·K·罗琳,埃迪·雷德梅恩 / 凯瑟琳·沃特斯顿 / 约翰尼·德普 / 裘德·洛 / 埃兹拉·米勒 / 丹·福勒 / 艾莉森·萨多尔 / 佐伊·克罗维兹 / 卡勒姆·特纳 / 金秀贤 / 威廉·纳迪兰 / 凯文·格思里 / 卡门·艾乔戈 / 沃尔夫·罗特 / 德里克·里德尔 / 科内尔·约翰 / 英格瓦·埃盖特·西古德松 / 波佩·科比-特曲 / 西蒙·米考克 / 大卫·樱井 / 维多利亚·耶茨 / 奥拉维尔·达里·奥拉夫松 / 大卫·威尔莫特 / 艾德·高根 / 奥莉维亚·波皮卡 / 阿尔菲·西蒙斯 / 菲奥娜·格拉斯科特 / 杰米·坎贝尔·鲍尔 / 托比·瑞格波 / 约书亚·谢伊 / 布隆蒂斯·佐杜洛夫斯基 / 杰西卡·威廉姆斯 / 欧文·弗热瑞 / 休·夸希 / 塔希尔·布尔汉 / 迈克尔·科布 / 萨比恩·克洛森 / 亚历珊德拉·福特 / 肖恩·吉斯灵厄姆 / 通恰伊·古奈什 / 迈克尔·海登 / 露丝·霍洛克斯 / 泰·赫尔利 / 纳西尔·贾玛 / 卡米尔·雷米泽斯基 / 迪诺·布加迪,奇幻 / 冒险, 美国 / 英国, 英语,2018-11-16(中国大陆/美国),134分钟 / 142分钟(加长版), 神奇动物在哪里2：格林德沃之罪 / 怪兽与葛林戴华德之罪(港) / 怪兽与葛林戴华德的罪行(台) / 神奇动物在哪里2 / 神奇动物2 / Fantastic Beasts and Where to Find Them 2,tt4123430
26636712,蚁人2：黄蜂女现身 Ant-Man and the Wasp,佩顿·里德,克里斯·麦克纳 / 埃里克·萨默斯 / 保罗·路德 / 安德鲁·贝伦 / 加百利·法拉利,保罗·路德 / 伊万杰琳·莉莉 / 迈克尔·佩纳 / 汉娜·乔恩-卡门 / 沃尔顿·戈金斯 / 鲍比·坎纳瓦尔 / 朱迪·格雷尔 / T.I. / 大卫·达斯马齐连 / 艾比·莱德·弗特森 / 兰道尔·朴 / 米歇尔·菲佛 / 劳伦斯·菲什伯恩 / 迈克尔·道格拉斯 / 戈兰·卡斯蒂克 / 罗布·阿切尔 / 肖恩·克莱尔 / 本·戴维斯 / 迈克尔·瑟沃瑞斯 / 达克斯·格里芬 / 海莉·洛维特 / 玛德琳·麦格劳 / 蒂姆·海德克 / 布莱恩·赫斯基 / 朱莉娅·维拉 / 布莱恩·卢戈 / 托里·沃格尔 / 汤姆·夏普林 / 斯坦·李 / 约瑟夫·阿梅 / 安迪·阿尼斯 / 威廉·W·巴伯 / 玛塞拉·布拉吉奥 / 塞尔吉奥·布里奥内斯 / 乔·布卡罗三世 / 蒂莫西·卡尔 / 贾迈尔·钱伯斯 / 扎卡里·卡伯森 / 雅各布·埃文斯 / 米歇尔·方 / 盖尔·甘布尔 / 克里斯·加恩 / 约翰·盖蒂尔 / 杰克·汉森 / 卡茜·亨德利,动作 / 科幻 / 冒险, 美国, 英语,2018-08-24(中国大陆) / 2018-07-06(美国),118分钟 / 119分钟(中国大陆), 蚁侠2：黄蜂女现身(港) / 蚁人2 / 蚁人与黄蜂女 / Ant-Man 2,tt5095030
27605698,西虹市首富,闫非 / 彭大魔,闫非 / 彭大魔 / 林炳宝,沈腾 / 宋芸桦 / 张一鸣 / 张晨光 / 常远 / 魏翔 / 赵自强 / 九孔 / 李立群 / 王成思 / 徐冬冬 / 艾伦 / 杨皓宇 / 黄才伦 / 王力宏 / 包贝尔 / 郎咸平 / 张绍刚 / 杨文哲 / 陶亮 / 王赞 / 黄杨 / 刘鉴 / 杨沅翰 / 林炳宝 / 骆佳 / 陈昊明 / 臧一人,喜剧, 中国大陆, 汉语普通话,2018-07-27(中国大陆),118分钟, Hello Mr. Billionaire,tt8529186
6538697,劫匪 The Highwaymen,约翰·李·汉考克,约翰·李·汉考克 / 约翰·福斯克,凯文·科斯特纳 / 伍迪·哈里森 / 凯西·贝茨 / 金·迪肯斯 / 约翰·卡洛·林奇 / W·厄尔·布朗 / 托马斯·曼 / 大卫·福尔 / 杰西·C·博伊德 / 简·麦克尼尔 / 比利·斯洛特 / 大卫·德怀尔 / 杰森·戴维斯 / 乔希·卡拉斯 / 布莱恩·杜尔金 / 迪恩·J·韦斯特 / 大卫·博恩 / 迈克尔·德雷珀 / 杰夫·波普 / 托尼亚·马尔多纳多 / 库伦·莫斯 / 乔希·文图拉 / 迪安·丹顿 / 乔·奈泽维奇,剧情 / 悬疑 / 惊悚 / 犯罪, 美国, 英语,2019-03-29(美国),132分钟, 辣手骑警(港) / 缉狂公路(台) / 追击雌雄大盗 / 公路响马 / Highwaymen,tt1860242
26588308,死侍2：我爱我家 Deadpool 2,大卫·雷奇,瑞特·里斯 / 保罗·韦尼克 / 瑞恩·雷诺兹 / 杰克·科比 / 斯坦·李 / 罗伯·莱菲尔德 / 露易丝·西蒙森 / 莱恩·韦恩 / 克里斯·克雷蒙 / 戴夫·科克勒姆 / 法比安·尼切扎,瑞恩·雷诺兹 / 乔什·布洛林 / 朱利安·迪尼森 / 斯蒂芬·卡皮契奇 / 莎姬·贝兹 / T·J·米勒 / 莱斯利·格塞斯 / 卡兰·索尼 / 布里安娜·希德布兰德 / 莫蕾娜·巴卡琳 / 杰克·凯西 / 埃迪·马森 / 忽那汐里 / 兰德尔·瑞德 / 尼古莱·维切尔 / 赛尔·哈里斯 / 罗伯·德兰尼 / 刘易斯·谭 / 比尔·斯卡斯加德 / 泰瑞·克鲁斯 / 布拉德·皮特 / 罗伯特·梅耶 / 艾伦·图代克 / 马特·达蒙 / 海莉·塞尔斯 / 麦克·多普德 / 卢克·勒斯勒尔 / 亨特·狄龙 / 大卫·雷奇 / 山姆·哈格雷夫 / 尼古拉斯·霍尔特,喜剧 / 动作 / 科幻 / 冒险, 美国, 英语,2019-01-25(中国大陆) / 2018-05-18(美国),119分钟 / 134分钟(蓝光版), 死侍2 / 死侍往事 / 死侍2：童话篇 / DP2 / Once Upon a Deadpool,tt5463162
27119586,谁先爱上他的 誰先愛上他的,徐誉庭 / 许智彦,徐誉庭 / 吕蒔媛,邱泽 / 谢盈萱 / 陈如山 / 黄圣球 / 周洺甫 / 梁正群 / 杨丽音 / 安哲 / 高隽雅 / 吴定谦 / 禾语辰 / 钟欣凌 / 万芳 / 高爱伦,剧情 / 喜剧 / 同性, 台湾, 汉语普通话,2018-04-22(乌迪内远东电影节) / 2018-11-02(台湾),100分钟, Dear EX,tt8443704
